wing_sec_2
 1.000000 0.001257
 0.998968 0.001472
 0.995875 0.002115
 0.990733 0.003177
 0.983561 0.004646
 0.974386 0.006504
 0.963243 0.008727
 0.950175 0.011290
 0.935231 0.014163
 0.918470 0.017312
 0.899955 0.020704
 0.879761 0.024300
 0.857965 0.028063
 0.834654 0.031953
 0.809920 0.035931
 0.783863 0.039956
 0.756587 0.043990
 0.728202 0.047990
 0.698822 0.051918
 0.668566 0.055734
 0.637559 0.059399
 0.605925 0.062873
 0.573796 0.066118
 0.541303 0.069095
 0.508580 0.071768
 0.475763 0.074101
 0.442990 0.076060
 0.410398 0.077611
 0.378123 0.078689
 0.346304 0.079176
 0.315081 0.079056
 0.284595 0.078321
 0.254985 0.076973
 0.226386 0.075020
 0.198931 0.072478
 0.172750 0.069371
 0.147966 0.065728
 0.124699 0.061585
 0.103065 0.056986
 0.083176 0.051974
 0.065138 0.046600
 0.049062 0.040912
 0.035058 0.034964
 0.023251 0.028814
 0.013785 0.022542
 0.006826 0.016298
 0.002483 0.010424
 0.000511 0.005572
 0.000026 0.002455
 0.000000 0.001400
 0.000044 0.000359
 0.000592 -0.002711
 0.002745 -0.007414
 0.007535 -0.012808
 0.015147 -0.018042
 0.025322 -0.022775
 0.037804 -0.026943
 0.052402 -0.030556
 0.068974 -0.033639
 0.087399 -0.036214
 0.107565 -0.038305
 0.129367 -0.039935
 0.152697 -0.041125
 0.177446 -0.041905
 0.203505 -0.042302
 0.230759 -0.042351
 0.259092 -0.042088
 0.288387 -0.041552
 0.318520 -0.040787
 0.349368 -0.039834
 0.380805 -0.038737
 0.412702 -0.037533
 0.444926 -0.036157
 0.477342 -0.034614
 0.509818 -0.032937
 0.542222 -0.031156
 0.574421 -0.029301
 0.606285 -0.027398
 0.637682 -0.025471
 0.668484 -0.023542
 0.698566 -0.021627
 0.727805 -0.019742
 0.756080 -0.017902
 0.783276 -0.016116
 0.809281 -0.014396
 0.833988 -0.012749
 0.857296 -0.011184
 0.879109 -0.009708
 0.899338 -0.008328
 0.917899 -0.007051
 0.934716 -0.005885
 0.949721 -0.004835
 0.962852 -0.003909
 0.974055 -0.003113
 0.983284 -0.002452
 0.990502 -0.001933
 0.995678 -0.001558
 0.998793 -0.001333
 0.999832 -0.001257
