wing_sec_7
 1.000000 0.000000
 0.998973 0.000258
 0.995895 0.001015
 0.990780 0.002224
 0.983647 0.003819
 0.974528 0.005734
 0.963458 0.007916
 0.950484 0.010337
 0.935659 0.012994
 0.919044 0.015903
 0.900707 0.019084
 0.880723 0.022545
 0.859175 0.026267
 0.836150 0.030194
 0.811745 0.034236
 0.786058 0.038279
 0.759196 0.042202
 0.731269 0.045899
 0.702392 0.049293
 0.672683 0.052352
 0.642264 0.055081
 0.611260 0.057518
 0.579800 0.059716
 0.548012 0.061722
 0.516026 0.063562
 0.483974 0.065230
 0.451988 0.066687
 0.420200 0.067871
 0.388740 0.068711
 0.357736 0.069141
 0.327317 0.069117
 0.297608 0.068621
 0.268731 0.067662
 0.240804 0.066268
 0.213942 0.064472
 0.188255 0.062304
 0.163850 0.059777
 0.140825 0.056888
 0.119277 0.053624
 0.099293 0.049970
 0.080956 0.045921
 0.064341 0.041494
 0.049516 0.036733
 0.036542 0.031707
 0.025472 0.026499
 0.016353 0.021192
 0.009220 0.015858
 0.004105 0.010541
 0.001027 0.005258
 0.000000 0.000000
 0.001027 0.005481
 0.004105 0.010926
 0.009220 0.016283
 0.016353 0.021476
 0.025472 0.026404
 0.036542 0.030945
 0.049516 0.034977
 0.064341 0.038393
 0.080956 0.041126
 0.099293 0.043155
 0.119277 0.044512
 0.140825 0.045272
 0.163850 0.045541
 0.188255 0.045429
 0.213942 0.045036
 0.240804 0.044434
 0.268731 0.043663
 0.297608 0.042731
 0.327317 0.041629
 0.357736 0.040345
 0.388740 0.038874
 0.420200 0.037234
 0.451988 0.035461
 0.483974 0.033607
 0.516026 0.031728
 0.548012 0.029875
 0.579800 0.028076
 0.611260 0.026339
 0.642264 0.024650
 0.672683 0.022981
 0.702392 0.021303
 0.731269 0.019601
 0.759196 0.017874
 0.786058 0.016144
 0.811745 0.014448
 0.836150 0.012828
 0.859175 0.011320
 0.880723 0.009941
 0.900707 0.008686
 0.919044 0.007528
 0.935659 0.006432
 0.950484 0.005361
 0.963458 0.004296
 0.974528 0.003242
 0.983647 0.002236
 0.990780 0.001339
 0.995895 0.000623
 0.998973 0.000160
 1.000000 0.000000
